;age;job;marital;education;default;balance;housing;loan;contact;days since last contact;number previous contacts;previous outcome
3505;36;technician;married;tertiary;no;491;yes;no;unknown;-1;0;unknown
3506;54;management;married;tertiary;no;3;no;yes;cellular;-1;0;unknown
3507;36;blue-collar;married;secondary;no;198;yes;no;unknown;-1;0;unknown
3508;52;housemaid;married;secondary;no;14363;no;no;unknown;-1;0;unknown
3509;34;technician;divorced;secondary;no;0;yes;yes;cellular;-1;0;unknown
3510;43;technician;married;secondary;no;136;no;no;cellular;-1;0;unknown
3511;32;management;single;tertiary;no;28;no;no;cellular;-1;0;unknown
3512;33;management;single;tertiary;no;335;no;no;cellular;-1;0;unknown
3513;51;housemaid;married;unknown;no;174;no;no;telephone;-1;0;unknown
3514;39;unemployed;married;secondary;no;270;yes;no;unknown;-1;0;unknown
3515;44;management;single;tertiary;no;1206;no;no;cellular;-1;0;unknown
3516;49;housemaid;divorced;primary;no;198;yes;no;unknown;-1;0;unknown
3517;25;technician;married;tertiary;no;914;yes;no;cellular;-1;0;unknown
3518;39;self-employed;married;secondary;no;31;yes;no;cellular;181;4;failure
3519;54;technician;married;secondary;no;0;no;no;telephone;106;6;success
3520;32;management;single;tertiary;no;347;yes;no;cellular;264;6;failure
3521;36;management;married;tertiary;no;860;yes;no;unknown;-1;0;unknown
3522;54;technician;married;secondary;no;89;yes;no;cellular;-1;0;unknown
3523;31;technician;married;secondary;no;0;yes;yes;cellular;223;9;other
3524;45;services;married;secondary;no;0;no;yes;cellular;-1;0;unknown
3525;31;admin.;single;secondary;no;68;yes;no;cellular;-1;0;unknown
3526;45;technician;married;secondary;no;-149;yes;no;cellular;-1;0;unknown
3527;33;services;divorced;secondary;no;2411;yes;no;cellular;161;1;failure
3528;46;management;divorced;tertiary;no;225;yes;no;cellular;345;1;other
3529;43;unknown;single;tertiary;no;2731;no;no;cellular;-1;0;unknown
3530;50;management;married;tertiary;no;112;yes;no;cellular;85;5;other
3531;44;management;divorced;tertiary;no;0;no;no;cellular;-1;0;unknown
3532;42;services;married;secondary;no;3620;yes;no;unknown;-1;0;unknown
3533;26;blue-collar;single;secondary;no;179;no;no;cellular;-1;0;unknown
3534;47;admin.;single;secondary;no;1544;yes;no;cellular;312;1;failure
3535;48;blue-collar;married;primary;no;199;no;no;telephone;-1;0;unknown
3536;60;blue-collar;married;unknown;no;231;yes;no;unknown;-1;0;unknown
3537;27;admin.;divorced;secondary;no;76;yes;no;unknown;-1;0;unknown
3538;30;unemployed;single;tertiary;no;302;no;no;cellular;-1;0;unknown
3539;28;admin.;single;secondary;no;189;yes;no;cellular;-1;0;unknown
3540;58;retired;married;primary;no;565;no;no;telephone;-1;0;unknown
3541;37;entrepreneur;married;tertiary;no;310;no;no;cellular;-1;0;unknown
3542;36;services;married;secondary;no;1746;yes;no;unknown;-1;0;unknown
3543;39;technician;married;secondary;no;6;yes;no;cellular;357;4;failure
3544;52;unemployed;married;primary;no;-110;no;yes;cellular;-1;0;unknown
3545;55;retired;married;secondary;no;2749;yes;yes;unknown;-1;0;unknown
3546;30;management;single;tertiary;no;6495;no;no;cellular;-1;0;unknown
3547;36;blue-collar;single;secondary;no;35;yes;no;unknown;-1;0;unknown
3548;39;admin.;married;secondary;no;-650;no;no;cellular;364;1;failure
3549;47;blue-collar;married;primary;no;292;no;yes;telephone;-1;0;unknown
3550;42;housemaid;single;primary;no;5774;yes;no;unknown;-1;0;unknown
3551;42;management;married;secondary;no;2416;yes;no;unknown;-1;0;unknown
3552;58;retired;married;secondary;no;35;no;no;cellular;-1;0;unknown
3553;68;retired;married;secondary;no;19317;yes;no;cellular;-1;0;unknown
3554;43;technician;married;secondary;no;50;no;no;unknown;-1;0;unknown
3555;44;blue-collar;married;secondary;no;-674;yes;no;unknown;-1;0;unknown
3556;49;technician;married;tertiary;no;3726;no;no;cellular;-1;0;unknown
3557;57;retired;married;tertiary;no;1180;yes;yes;unknown;-1;0;unknown
3558;61;self-employed;divorced;tertiary;no;6610;no;no;cellular;-1;0;unknown
3559;36;admin.;single;secondary;no;319;yes;no;cellular;-1;0;unknown
3560;31;blue-collar;married;secondary;no;1545;yes;yes;cellular;-1;0;unknown
3561;51;technician;married;tertiary;no;1315;no;no;telephone;-1;0;unknown
3562;31;technician;single;tertiary;no;424;no;no;cellular;-1;0;unknown
3563;56;blue-collar;married;primary;no;151;no;no;cellular;-1;0;unknown
3564;30;technician;single;tertiary;no;-970;no;yes;cellular;-1;0;unknown
3565;38;services;married;secondary;no;-762;yes;yes;unknown;-1;0;unknown
3566;35;services;married;secondary;no;181;yes;no;cellular;-1;0;unknown
3567;31;blue-collar;married;unknown;no;-120;yes;no;cellular;-1;0;unknown
3568;39;admin.;divorced;secondary;no;1022;yes;no;unknown;-1;0;unknown
3569;50;management;married;tertiary;no;78;yes;no;cellular;161;9;other
3570;39;technician;married;tertiary;no;209;no;no;unknown;-1;0;unknown
3571;26;admin.;married;secondary;no;2469;no;no;cellular;-1;0;unknown
3572;55;technician;married;secondary;no;0;no;no;cellular;-1;0;unknown
3573;43;blue-collar;divorced;primary;no;328;no;yes;cellular;-1;0;unknown
3574;34;housemaid;married;tertiary;no;0;no;no;cellular;188;1;failure
3575;51;self-employed;married;primary;no;307;yes;yes;unknown;-1;0;unknown
3576;31;management;married;tertiary;no;1384;yes;no;cellular;2;3;other
3577;32;management;married;tertiary;no;0;no;no;cellular;-1;0;unknown
3578;53;technician;married;secondary;no;719;yes;no;unknown;-1;0;unknown
3579;44;management;divorced;tertiary;no;0;no;no;cellular;-1;0;unknown
3580;38;entrepreneur;married;tertiary;no;6704;yes;no;unknown;-1;0;unknown
3581;47;self-employed;married;tertiary;no;4543;yes;no;unknown;-1;0;unknown
3582;36;management;married;tertiary;no;0;yes;no;unknown;-1;0;unknown
3583;30;management;single;tertiary;no;149;yes;no;unknown;-1;0;unknown
3584;46;blue-collar;married;secondary;no;-1400;yes;no;telephone;355;4;failure
3585;33;entrepreneur;married;secondary;no;-118;yes;yes;unknown;-1;0;unknown
3586;43;blue-collar;married;secondary;no;2160;no;no;cellular;98;1;success
3587;38;management;married;tertiary;no;3452;no;no;cellular;-1;0;unknown
3588;27;technician;single;secondary;no;842;no;no;cellular;91;1;other
3589;38;management;married;unknown;no;3576;no;no;cellular;183;1;success
3590;41;unemployed;married;tertiary;no;1666;no;no;unknown;-1;0;unknown
3591;29;technician;married;secondary;no;0;yes;no;cellular;-1;0;unknown
3592;39;services;married;secondary;no;0;yes;no;unknown;-1;0;unknown
3593;42;blue-collar;single;primary;no;1628;yes;no;cellular;195;8;success
3594;47;services;married;secondary;no;51;yes;yes;unknown;-1;0;unknown
3595;30;blue-collar;single;secondary;yes;447;no;no;unknown;-1;0;unknown
3596;34;admin.;married;secondary;no;396;yes;no;cellular;-1;0;unknown
3597;45;housemaid;married;primary;no;4994;no;no;unknown;-1;0;unknown
3598;43;admin.;married;secondary;no;3215;yes;no;cellular;-1;0;unknown
3599;59;blue-collar;married;primary;no;2814;no;no;unknown;-1;0;unknown
3600;50;technician;married;secondary;no;0;no;no;cellular;-1;0;unknown
3601;39;blue-collar;married;secondary;no;293;yes;no;unknown;-1;0;unknown
3602;36;technician;married;secondary;no;474;yes;no;unknown;-1;0;unknown
3603;44;blue-collar;married;secondary;no;16178;yes;no;cellular;-1;0;unknown
3604;36;technician;married;tertiary;no;0;no;no;cellular;-1;0;unknown
3605;27;management;single;tertiary;no;88;no;no;cellular;-1;0;unknown
3606;29;services;married;secondary;no;308;yes;no;unknown;-1;0;unknown
3607;70;retired;married;secondary;no;1164;no;no;telephone;185;2;failure
3608;44;management;married;tertiary;no;13893;no;no;unknown;-1;0;unknown
3609;55;management;married;tertiary;no;0;yes;no;unknown;-1;0;unknown
3610;36;technician;divorced;secondary;no;-435;yes;no;unknown;-1;0;unknown
3611;28;technician;single;secondary;no;389;yes;no;cellular;-1;0;unknown
3612;50;management;divorced;tertiary;no;356;no;no;cellular;358;5;other
3613;49;technician;married;secondary;no;2718;no;no;unknown;-1;0;unknown
3614;71;retired;divorced;tertiary;no;261;no;no;cellular;-1;0;unknown
3615;31;admin.;single;secondary;no;757;no;no;cellular;-1;0;unknown
3616;45;management;single;tertiary;no;16;no;no;cellular;-1;0;unknown
3617;42;blue-collar;married;secondary;no;-422;no;no;cellular;-1;0;unknown
3618;45;admin.;married;secondary;no;248;no;no;cellular;-1;0;unknown
3619;47;technician;married;primary;no;145;yes;no;unknown;-1;0;unknown
3620;60;retired;divorced;secondary;no;598;no;yes;cellular;-1;0;unknown
3621;35;management;married;tertiary;no;949;yes;no;unknown;-1;0;unknown
3622;31;technician;single;tertiary;no;614;no;no;cellular;-1;0;unknown
3623;33;blue-collar;married;primary;no;1209;yes;no;cellular;-1;0;unknown
3624;50;self-employed;married;tertiary;no;202;yes;no;cellular;148;4;failure
3625;51;blue-collar;married;secondary;no;1840;yes;no;cellular;-1;0;unknown
3626;34;technician;married;secondary;no;114;yes;yes;cellular;309;3;other
3627;56;services;married;secondary;no;-229;no;yes;cellular;-1;0;unknown
3628;29;services;married;secondary;no;182;yes;no;telephone;-1;0;unknown
3629;31;blue-collar;married;secondary;no;401;no;no;cellular;-1;0;unknown
3630;44;technician;divorced;unknown;no;759;yes;no;unknown;-1;0;unknown
3631;55;retired;married;secondary;no;4194;no;yes;telephone;-1;0;unknown
3632;35;student;single;unknown;no;0;no;no;telephone;-1;0;unknown
3633;36;technician;married;tertiary;no;629;yes;yes;cellular;246;1;failure
3634;54;retired;married;secondary;no;153;yes;yes;unknown;-1;0;unknown
3635;32;management;married;tertiary;no;553;yes;no;cellular;-1;0;unknown
3636;36;management;divorced;tertiary;no;1057;no;no;cellular;-1;0;unknown
3637;60;retired;married;secondary;no;78;yes;no;unknown;-1;0;unknown
3638;32;technician;single;secondary;no;-28;no;yes;unknown;-1;0;unknown
3639;57;management;married;tertiary;no;929;no;no;cellular;-1;0;unknown
3640;34;blue-collar;married;primary;no;428;yes;no;cellular;-1;0;unknown
3641;27;student;single;secondary;no;268;yes;no;cellular;358;2;failure
3642;52;management;single;tertiary;no;83;no;no;cellular;-1;0;unknown
3643;45;admin.;divorced;unknown;no;998;yes;no;telephone;-1;0;unknown
3644;58;admin.;single;secondary;no;2223;no;no;cellular;114;1;success
3645;39;blue-collar;single;primary;no;6;yes;no;cellular;-1;0;unknown
3646;48;blue-collar;single;secondary;no;312;yes;yes;cellular;-1;0;unknown
3647;36;management;single;secondary;no;0;no;no;cellular;-1;0;unknown
3648;31;technician;single;secondary;no;691;yes;no;cellular;-1;0;unknown
3649;41;management;married;tertiary;no;771;yes;no;cellular;-1;0;unknown
3650;30;self-employed;single;secondary;no;192;no;no;cellular;-1;0;unknown
3651;57;retired;married;tertiary;no;0;no;no;cellular;-1;0;unknown
3652;29;admin.;single;secondary;no;1070;yes;no;unknown;357;1;other
3653;29;services;divorced;secondary;no;84;yes;no;cellular;-1;0;unknown
3654;30;management;single;tertiary;no;2;no;no;cellular;85;1;failure
3655;44;management;married;tertiary;no;1242;yes;no;cellular;-1;0;unknown
3656;33;student;single;unknown;no;5969;no;no;cellular;127;8;failure
3657;56;admin.;divorced;secondary;no;3337;yes;no;telephone;-1;0;unknown
3658;26;services;single;secondary;no;1347;no;no;telephone;92;5;other
3659;52;technician;married;secondary;no;64;no;no;telephone;-1;0;unknown
3660;32;management;single;secondary;no;249;yes;no;unknown;-1;0;unknown
3661;36;technician;single;secondary;no;0;no;no;cellular;-1;0;unknown
3662;26;blue-collar;married;secondary;no;128;no;no;unknown;-1;0;unknown
3663;37;blue-collar;married;secondary;no;196;yes;no;unknown;-1;0;unknown
3664;34;technician;married;secondary;no;351;yes;no;cellular;-1;0;unknown
3665;26;services;single;secondary;no;5533;yes;no;cellular;283;4;failure
3666;32;services;married;secondary;no;38;yes;no;cellular;-1;0;unknown
3667;30;management;single;tertiary;yes;35;no;no;cellular;-1;0;unknown
3668;27;technician;single;secondary;no;235;yes;no;cellular;-1;0;unknown
3669;42;admin.;single;secondary;no;30;yes;no;cellular;266;3;failure
3670;33;blue-collar;single;primary;no;92;yes;no;unknown;-1;0;unknown
3671;37;blue-collar;married;secondary;no;67;no;no;unknown;-1;0;unknown
3672;45;blue-collar;married;secondary;no;4022;yes;no;cellular;-1;0;unknown
3673;36;entrepreneur;married;tertiary;no;3057;no;no;unknown;-1;0;unknown
3674;39;management;single;tertiary;no;0;yes;no;cellular;369;3;failure
3675;33;management;single;tertiary;no;349;no;no;cellular;-1;0;unknown
3676;47;services;married;secondary;no;2322;no;no;cellular;-1;0;unknown
3677;49;entrepreneur;married;secondary;no;167;yes;yes;unknown;-1;0;unknown
3678;46;management;divorced;secondary;no;558;no;no;cellular;-1;0;unknown
3679;31;services;married;secondary;no;-230;yes;yes;cellular;-1;0;unknown
3680;43;unemployed;divorced;secondary;no;4094;yes;no;cellular;-1;0;unknown
3681;30;blue-collar;single;secondary;yes;239;yes;no;unknown;-1;0;unknown
3682;43;management;divorced;tertiary;no;497;no;no;cellular;363;22;failure
3683;42;blue-collar;married;secondary;no;179;yes;no;cellular;-1;0;unknown
3684;30;admin.;single;tertiary;no;305;no;no;cellular;85;2;success
3685;33;management;single;tertiary;no;-67;yes;no;unknown;-1;0;unknown
3686;41;admin.;married;secondary;no;4539;no;no;unknown;-1;0;unknown
3687;29;blue-collar;single;secondary;no;770;yes;no;cellular;-1;0;unknown
3688;38;unemployed;married;secondary;no;-673;yes;no;unknown;-1;0;unknown
3689;29;technician;married;tertiary;no;858;yes;no;cellular;330;1;failure
3690;80;housemaid;married;primary;no;0;no;no;cellular;189;1;failure
3691;38;management;single;tertiary;no;5244;no;no;cellular;-1;0;unknown
3692;36;blue-collar;divorced;primary;no;117;yes;no;unknown;-1;0;unknown
3693;38;self-employed;married;tertiary;no;846;no;no;cellular;-1;0;unknown
3694;44;management;married;secondary;yes;0;yes;no;cellular;-1;0;unknown
3695;31;management;married;tertiary;no;1331;no;no;cellular;86;3;success
3696;31;services;single;secondary;no;31;yes;yes;unknown;-1;0;unknown
3697;57;admin.;divorced;primary;no;179;yes;no;cellular;368;2;failure
3698;37;blue-collar;married;primary;no;543;yes;no;unknown;-1;0;unknown
3699;50;blue-collar;married;secondary;no;253;yes;yes;cellular;-1;0;unknown
3700;60;retired;married;primary;no;71188;no;no;cellular;-1;0;unknown
3701;51;management;married;tertiary;no;5108;yes;no;cellular;102;8;other
3702;48;blue-collar;married;secondary;no;1738;yes;no;cellular;-1;0;unknown
3703;42;blue-collar;married;primary;no;-97;yes;no;cellular;271;5;failure
3704;36;blue-collar;married;secondary;no;199;yes;no;cellular;-1;0;unknown
3705;43;management;married;tertiary;no;489;yes;no;cellular;172;2;other
3706;31;admin.;married;primary;no;355;yes;yes;unknown;-1;0;unknown
3707;49;technician;single;secondary;no;-97;yes;no;unknown;-1;0;unknown
3708;35;management;divorced;tertiary;no;473;no;yes;cellular;-1;0;unknown
3709;44;entrepreneur;married;secondary;no;6649;yes;no;cellular;-1;0;unknown
3710;34;self-employed;married;tertiary;no;263;no;no;cellular;78;8;other
3711;46;blue-collar;married;secondary;no;781;no;no;unknown;-1;0;unknown
3712;49;blue-collar;married;primary;no;1032;yes;no;unknown;-1;0;unknown
3713;32;blue-collar;married;secondary;no;119;no;no;cellular;-1;0;unknown
3714;35;management;divorced;tertiary;no;434;yes;no;cellular;271;2;success
3715;51;admin.;married;secondary;no;2967;no;no;unknown;-1;0;unknown
3716;57;retired;divorced;secondary;no;-331;yes;no;unknown;-1;0;unknown
3717;59;management;married;tertiary;no;1585;no;no;telephone;-1;0;unknown
3718;40;services;divorced;unknown;no;4384;yes;no;unknown;-1;0;unknown
3719;49;management;single;tertiary;no;588;no;no;cellular;-1;0;unknown
3720;51;management;married;secondary;no;3180;yes;no;cellular;-1;0;unknown
3721;35;admin.;married;secondary;yes;0;no;yes;unknown;-1;0;unknown
3722;29;self-employed;married;secondary;no;-76;yes;no;unknown;-1;0;unknown
3723;32;services;single;secondary;no;152;yes;no;cellular;-1;0;unknown
3724;37;housemaid;divorced;secondary;no;1040;yes;no;cellular;173;2;failure
3725;49;unemployed;married;primary;no;-384;yes;no;unknown;-1;0;unknown
3726;45;technician;married;unknown;no;473;yes;no;unknown;-1;0;unknown
3727;34;technician;single;secondary;no;475;yes;no;cellular;-1;0;unknown
3728;53;technician;married;secondary;no;0;no;no;cellular;-1;0;unknown
3729;42;entrepreneur;married;primary;no;149;no;no;cellular;-1;0;unknown
3730;43;technician;married;secondary;no;3285;yes;no;unknown;-1;0;unknown
3731;52;retired;married;secondary;no;424;no;no;cellular;154;3;failure
3732;34;blue-collar;single;secondary;no;79;no;yes;cellular;-1;0;unknown
3733;34;technician;divorced;tertiary;no;674;yes;no;cellular;-1;0;unknown
3734;27;services;married;secondary;no;0;yes;no;cellular;-1;0;unknown
3735;43;unemployed;married;tertiary;no;58;yes;no;cellular;-1;0;unknown
3736;41;technician;married;tertiary;no;532;yes;no;cellular;-1;0;unknown
3737;72;retired;married;secondary;no;4130;no;no;cellular;-1;0;unknown
3738;35;blue-collar;married;primary;no;422;yes;no;cellular;-1;0;unknown
3739;41;management;married;tertiary;no;437;yes;no;unknown;-1;0;unknown
3740;36;blue-collar;divorced;primary;no;-308;yes;no;cellular;-1;0;unknown
3741;51;housemaid;married;primary;no;30;yes;no;cellular;-1;0;unknown
3742;37;self-employed;married;tertiary;no;137;no;no;cellular;-1;0;unknown
3743;42;admin.;single;secondary;no;-247;yes;yes;telephone;166;1;other
3744;26;admin.;single;secondary;no;321;yes;no;cellular;-1;0;unknown
3745;23;services;single;secondary;no;250;yes;no;cellular;-1;0;unknown
3746;50;management;married;tertiary;no;-470;yes;no;cellular;160;1;failure
3747;37;blue-collar;married;secondary;no;140;yes;yes;cellular;-1;0;unknown
3748;35;management;married;tertiary;no;2793;no;no;cellular;-1;0;unknown
3749;37;management;married;tertiary;no;410;no;no;cellular;-1;0;unknown
3750;79;retired;divorced;unknown;no;2628;no;no;telephone;450;2;failure
3751;39;technician;married;secondary;no;116;no;no;cellular;94;2;success
3752;47;services;married;secondary;no;0;yes;no;telephone;-1;0;unknown
3753;44;blue-collar;married;secondary;no;878;yes;no;cellular;-1;0;unknown
3754;36;management;single;tertiary;no;2944;no;no;cellular;-1;0;unknown
3755;33;blue-collar;single;secondary;no;3975;yes;yes;cellular;150;1;other
3756;42;services;married;secondary;no;96;yes;no;cellular;340;2;failure
3757;35;technician;single;tertiary;no;2288;no;no;telephone;-1;0;unknown
3758;31;blue-collar;married;secondary;no;472;yes;no;unknown;-1;0;unknown
3759;58;services;married;primary;no;65;no;no;unknown;-1;0;unknown
3760;46;management;married;tertiary;no;0;no;no;unknown;-1;0;unknown
3761;41;admin.;single;secondary;no;400;yes;no;unknown;-1;0;unknown
3762;58;technician;married;secondary;no;7495;yes;no;unknown;-1;0;unknown
3763;33;blue-collar;married;secondary;no;137;no;yes;cellular;-1;0;unknown
3764;31;unemployed;married;secondary;no;24;yes;no;cellular;-1;0;unknown
3765;55;technician;divorced;secondary;no;3450;no;no;cellular;183;1;failure
3766;38;technician;single;secondary;no;311;yes;no;cellular;-1;0;unknown
3767;55;housemaid;married;secondary;no;139;no;no;cellular;-1;0;unknown
3768;47;management;single;tertiary;no;0;no;no;unknown;-1;0;unknown
3769;51;housemaid;married;primary;no;492;yes;no;unknown;-1;0;unknown
3770;46;management;single;tertiary;no;334;yes;no;telephone;90;2;other
3771;61;management;married;tertiary;no;997;no;no;cellular;-1;0;unknown
3772;47;management;single;tertiary;no;440;no;no;cellular;-1;0;unknown
3773;34;technician;married;secondary;no;47;no;no;cellular;-1;0;unknown
3774;34;blue-collar;married;secondary;no;1298;yes;no;unknown;-1;0;unknown
3775;41;management;divorced;tertiary;no;3355;no;no;cellular;500;1;failure
3776;36;blue-collar;divorced;secondary;no;-11;no;no;unknown;-1;0;unknown
3777;26;blue-collar;single;secondary;no;396;yes;no;unknown;-1;0;unknown
3778;35;management;married;tertiary;no;8;no;no;cellular;-1;0;unknown
3779;36;blue-collar;married;secondary;no;1409;no;no;unknown;-1;0;unknown
3780;26;management;single;tertiary;no;170;no;no;cellular;-1;0;unknown
3781;58;management;married;primary;no;2769;yes;no;cellular;-1;0;unknown
3782;50;blue-collar;married;secondary;no;2320;yes;no;cellular;-1;0;unknown
3783;61;retired;married;secondary;no;76;yes;no;cellular;-1;0;unknown
3784;28;technician;single;secondary;no;2034;yes;no;unknown;-1;0;unknown
3785;49;blue-collar;single;primary;no;3018;yes;no;unknown;-1;0;unknown
3786;74;retired;married;secondary;no;921;no;no;telephone;-1;0;unknown
3787;53;blue-collar;married;secondary;no;483;yes;no;cellular;-1;0;unknown
3788;46;self-employed;married;secondary;no;390;yes;no;cellular;-1;0;unknown
3789;47;management;married;tertiary;no;0;no;no;cellular;-1;0;unknown
3790;42;blue-collar;single;primary;no;92;no;no;cellular;-1;0;unknown
3791;56;services;married;secondary;no;22196;yes;no;cellular;-1;0;unknown
3792;42;technician;married;secondary;no;2;no;no;unknown;-1;0;unknown
3793;49;housemaid;married;primary;no;249;yes;no;cellular;-1;0;unknown
3794;43;unemployed;single;unknown;no;3274;yes;no;cellular;95;1;failure
3795;39;services;married;secondary;no;5731;yes;no;unknown;-1;0;unknown
3796;66;retired;married;primary;no;206;no;no;cellular;-1;0;unknown
3797;30;technician;single;tertiary;no;2325;no;no;cellular;241;4;other
3798;38;management;single;tertiary;no;0;no;no;cellular;-1;0;unknown
3799;31;blue-collar;married;secondary;no;1664;yes;no;cellular;182;1;success
3800;32;technician;married;secondary;no;3333;no;no;cellular;-1;0;unknown
3801;48;technician;married;secondary;no;7020;no;no;cellular;-1;0;unknown
3802;34;admin.;married;tertiary;no;37;no;no;cellular;-1;0;unknown
3803;28;student;single;secondary;no;28;no;no;cellular;-1;0;unknown
3804;40;admin.;single;secondary;no;1670;yes;no;unknown;-1;0;unknown
3805;36;entrepreneur;married;secondary;no;134;no;no;unknown;-1;0;unknown
3806;52;retired;married;secondary;no;603;no;yes;unknown;-1;0;unknown
3807;46;admin.;married;primary;no;276;yes;yes;unknown;-1;0;unknown
3808;25;technician;single;secondary;no;2157;yes;no;cellular;-1;0;unknown
3809;52;blue-collar;married;secondary;no;161;yes;no;unknown;-1;0;unknown
3810;40;blue-collar;married;primary;no;3658;yes;no;unknown;-1;0;unknown
3811;26;management;divorced;tertiary;yes;-402;no;yes;unknown;-1;0;unknown
3812;26;blue-collar;single;primary;no;3342;yes;no;unknown;-1;0;unknown
3813;35;self-employed;single;secondary;no;1732;no;no;telephone;-1;0;unknown
3814;40;admin.;single;secondary;no;263;yes;no;unknown;-1;0;unknown
3815;31;management;married;tertiary;no;623;yes;no;cellular;349;5;failure
3816;32;admin.;married;secondary;no;3540;yes;no;cellular;178;1;failure
3817;33;admin.;married;secondary;no;95;yes;no;cellular;-1;0;unknown
3818;53;services;divorced;secondary;no;765;yes;no;cellular;174;7;other
3819;46;technician;divorced;secondary;no;-824;yes;no;cellular;-1;0;unknown
3820;28;management;single;tertiary;no;5549;no;no;cellular;-1;0;unknown
3821;31;blue-collar;married;secondary;no;191;yes;no;unknown;-1;0;unknown
3822;44;blue-collar;married;primary;no;420;yes;no;unknown;-1;0;unknown
3823;35;admin.;married;secondary;no;0;no;no;unknown;-1;0;unknown
3824;50;technician;divorced;unknown;no;2706;yes;no;unknown;-1;0;unknown
3825;32;technician;married;secondary;yes;4;yes;yes;cellular;-1;0;unknown
3826;51;admin.;married;secondary;no;423;yes;yes;cellular;-1;0;unknown
3827;51;management;married;tertiary;no;-892;yes;yes;cellular;-1;0;unknown
3828;31;blue-collar;married;unknown;no;-120;yes;no;cellular;201;2;failure
3829;41;admin.;divorced;secondary;no;-365;yes;no;unknown;-1;0;unknown
3830;57;technician;married;tertiary;no;27069;no;yes;unknown;-1;0;unknown
3831;34;management;single;tertiary;no;8038;yes;no;cellular;152;1;failure
3832;47;technician;married;secondary;no;-938;yes;no;unknown;-1;0;unknown
3833;47;admin.;divorced;secondary;no;1139;yes;no;cellular;-1;0;unknown
3834;36;self-employed;married;secondary;no;189;yes;no;cellular;120;1;failure
3835;29;housemaid;single;tertiary;no;19;no;no;cellular;64;2;success
3836;39;technician;married;secondary;no;3663;no;no;cellular;-1;0;unknown
3837;53;blue-collar;single;unknown;no;0;no;no;unknown;-1;0;unknown
3838;47;blue-collar;married;secondary;yes;-614;yes;no;unknown;-1;0;unknown
3839;51;technician;divorced;secondary;no;2323;yes;yes;cellular;-1;0;unknown
3840;48;blue-collar;married;secondary;no;425;yes;no;telephone;-1;0;unknown
3841;32;technician;married;secondary;no;5122;no;no;cellular;-1;0;unknown
3842;36;management;divorced;tertiary;no;608;no;no;cellular;-1;0;unknown
3843;50;unknown;married;primary;no;341;yes;yes;cellular;340;2;success
3844;39;admin.;married;secondary;no;607;yes;no;cellular;364;3;failure
3845;31;blue-collar;married;secondary;no;1495;yes;yes;unknown;-1;0;unknown
3846;49;admin.;married;secondary;no;381;no;no;cellular;-1;0;unknown
3847;33;unemployed;divorced;secondary;no;385;no;no;telephone;-1;0;unknown
3848;26;management;single;tertiary;no;1274;yes;no;cellular;84;1;failure
3849;27;blue-collar;married;secondary;no;362;yes;no;unknown;-1;0;unknown
3850;51;blue-collar;married;primary;no;377;yes;no;telephone;272;1;failure
3851;26;admin.;single;secondary;no;802;no;no;cellular;2;2;other
3852;45;admin.;married;secondary;no;194;no;no;cellular;-1;0;unknown
3853;54;technician;married;secondary;no;-315;no;yes;cellular;-1;0;unknown
3854;49;technician;married;tertiary;no;1843;yes;no;cellular;-1;0;unknown
3855;47;technician;married;secondary;no;-9;no;no;cellular;-1;0;unknown
3856;42;housemaid;married;primary;no;83;no;yes;cellular;-1;0;unknown
3857;50;entrepreneur;married;tertiary;no;433;yes;no;cellular;-1;0;unknown
3858;37;admin.;married;secondary;no;-107;yes;no;unknown;-1;0;unknown
3859;54;blue-collar;married;primary;no;4503;no;no;telephone;-1;0;unknown
3860;40;services;married;secondary;no;51;yes;no;cellular;-1;0;unknown
3861;50;services;married;secondary;no;961;no;yes;cellular;-1;0;unknown
3862;57;retired;married;secondary;no;49;yes;yes;cellular;-1;0;unknown
3863;33;technician;married;secondary;no;3470;no;no;cellular;-1;0;unknown
3864;49;technician;married;secondary;no;-147;yes;no;cellular;-1;0;unknown
3865;35;services;married;secondary;no;0;yes;no;cellular;-1;0;unknown
3866;28;blue-collar;single;secondary;no;0;yes;no;unknown;-1;0;unknown
3867;58;management;married;tertiary;no;172;no;no;cellular;-1;0;unknown
3868;31;admin.;single;secondary;no;-407;no;yes;cellular;-1;0;unknown
3869;36;management;divorced;tertiary;no;649;no;no;cellular;91;1;failure
3870;49;blue-collar;single;primary;no;1040;no;no;cellular;-1;0;unknown
3871;30;unemployed;married;secondary;no;142;yes;no;unknown;-1;0;unknown
3872;29;services;single;secondary;no;209;yes;no;cellular;-1;0;unknown
3873;50;management;married;unknown;no;3304;no;no;unknown;-1;0;unknown
3874;26;student;single;tertiary;no;294;no;no;cellular;91;2;success
3875;27;housemaid;married;secondary;no;4848;yes;yes;telephone;-1;0;unknown
3876;32;blue-collar;single;secondary;no;1670;yes;no;cellular;-1;0;unknown
3877;62;unknown;married;secondary;no;367;no;no;telephone;-1;0;unknown
3878;34;blue-collar;single;secondary;no;13683;yes;no;unknown;-1;0;unknown
3879;25;admin.;single;tertiary;no;1420;no;no;cellular;-1;0;unknown
3880;34;management;single;tertiary;no;340;yes;no;unknown;-1;0;unknown
3881;44;technician;single;secondary;no;1679;no;no;telephone;-1;0;unknown
3882;38;management;married;tertiary;no;1198;yes;no;cellular;-1;0;unknown
3883;57;admin.;married;secondary;no;169;no;no;cellular;106;2;failure
